level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.78,True,out_of_bounds,1.295,[],[],0.03,0.274,0.0
1,3,3,4,7.26,True,out_of_bounds,1.702,"[2.42, 4.16, 6.36]","[7.02, 6.05, 21.95]",0.024,0.525,0.375
1,1,3,4,7.24,True,out_of_bounds,1.66,"[2.44, 4.16, 6.34]","[8.54, 10.69, 19.9]",0.024,1.015,0.375
2,1,2,4,5.32,True,out_of_bounds,1.66,"[2.3, 4.28]","[7.0, 11.72]",0.027,0.698,0.25
2,2,2,4,6.34,True,out_of_bounds,1.632,"[2.46, 4.02]","[10.22, 7.96]",0.025,0.72,0.25
0,4,3,4,7.24,True,out_of_bounds,1.651,"[2.44, 4.14, 6.34]","[6.35, 10.31, 21.59]",0.025,0.546,0.375
0,3,3,4,7.24,True,out_of_bounds,1.663,"[2.44, 4.14, 6.34]","[7.32, 8.92, 20.67]",0.026,0.583,0.375
0,1,3,4,7.24,True,out_of_bounds,1.651,"[2.44, 4.16, 6.34]","[7.42, 10.69, 19.89]",0.024,0.388,0.375
1,5,3,4,7.26,True,out_of_bounds,1.664,"[2.44, 4.16, 6.34]","[7.5, 8.31, 23.17]",0.026,0.445,0.375
2,4,0,4,2.32,True,out_of_bounds,1.308,[],[],0.029,0.257,0.0
0,2,3,4,7.24,True,out_of_bounds,1.639,"[2.42, 4.16, 6.34]","[6.73, 9.3, 21.91]",0.027,0.111,0.375
1,4,3,4,7.26,True,out_of_bounds,1.698,"[2.44, 4.16, 6.34]","[6.5, 8.54, 22.04]",0.022,0.091,0.375
0,5,3,4,7.24,True,out_of_bounds,1.627,"[2.42, 4.16, 6.34]","[6.44, 10.63, 23.06]",0.024,0.663,0.375
1,2,3,4,7.24,True,out_of_bounds,1.632,"[2.42, 4.16, 6.34]","[6.26, 8.76, 20.81]",0.028,0.76,0.375
2,3,3,4,8.18,True,out_of_bounds,1.702,"[2.36, 4.18, 6.32]","[3.41, 17.83, 21.04]",0.037,0.551,0.375
3,1,1,4,4.82,True,out_of_bounds,1.605,[1.14],[16.66],0.055,0.152,0.125
3,3,0,4,8.66,True,out_of_bounds,1.307,[],[],0.01,0.029,0.0
3,2,0,4,30.0,False,timeout,1.271,[],[],0.01,0.027,0.0
3,5,0,4,30.0,False,timeout,1.302,[],[],0.011,0.028,0.0
3,4,0,4,30.0,False,timeout,1.287,[],[],0.011,0.026,0.0
