level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,1.64,True,out_of_bounds,2.279,[],[],0.053,0.63,0.0
0,3,3,4,5.36,True,out_of_bounds,2.423,"[1.66, 2.86, 5.12]","[7.76, 2.64, 2.01]",0.046,0.297,0.375
0,4,3,4,5.3,True,out_of_bounds,2.356,"[1.66, 2.84, 5.06]","[6.97, 2.49, 0.96]",0.044,0.579,0.375
2,1,2,4,4.3,True,out_of_bounds,2.329,"[1.54, 2.92]","[19.37, 8.08]",0.04,0.459,0.25
0,2,3,4,5.28,True,out_of_bounds,2.455,"[1.66, 2.84, 5.06]","[5.92, 2.57, 1.3]",0.048,0.345,0.375
0,5,3,4,5.32,True,out_of_bounds,2.439,"[1.66, 2.86, 5.08]","[6.99, 2.51, 0.55]",0.045,0.314,0.375
1,2,3,4,5.3,True,out_of_bounds,2.341,"[1.62, 2.8, 5.04]","[3.68, 4.0, 1.27]",0.046,0.242,0.375
1,5,3,4,5.3,True,out_of_bounds,2.363,"[1.68, 2.9, 5.06]","[6.48, 1.39, 0.65]",0.042,0.374,0.375
2,2,2,4,5.04,True,out_of_bounds,2.341,"[1.66, 2.74]","[10.43, 5.78]",0.044,0.314,0.25
1,1,3,4,5.3,True,out_of_bounds,2.329,"[1.66, 2.84, 5.06]","[6.82, 2.22, 0.73]",0.042,0.657,0.375
0,1,3,4,5.34,True,out_of_bounds,2.415,"[1.68, 2.84, 5.1]","[7.98, 3.35, 1.08]",0.045,0.41,0.375
1,3,3,4,5.42,True,out_of_bounds,2.327,"[1.74, 2.94, 5.18]","[9.21, 2.83, 1.8]",0.044,0.902,0.375
2,5,3,4,5.4,True,out_of_bounds,2.363,"[1.76, 2.98, 5.08]","[12.99, 8.89, 6.01]",0.045,0.362,0.375
2,3,2,4,4.46,True,out_of_bounds,2.327,"[1.66, 2.96]","[19.55, 11.88]",0.046,0.296,0.25
1,4,3,4,5.32,True,out_of_bounds,2.279,"[1.68, 2.88, 5.08]","[7.64, 1.1, 0.32]",0.047,0.419,0.375
3,1,1,4,30.0,False,timeout,2.889,[0.74],[8.94],0.02,0.195,0.25
3,5,0,4,2.88,True,out_of_bounds,3.299,[],[],0.022,0.05,0.0
3,2,0,4,30.0,False,timeout,3.05,[],[],0.018,0.045,0.0
3,3,0,4,30.0,False,timeout,2.426,[],[],0.018,0.046,0.0
3,4,0,4,30.0,False,timeout,3.428,[],[],0.018,0.044,0.0
